,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,FinishedBsmtAreaSF,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,BsmtHalfBath,TotalBathBasement,FullBath,HalfBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebybuilt,agebyremodel,TotalGrBsmtSF,OA1,OA2
409,1870,20,RL,95.0,10324,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140,Gd,TA,PConc,Gd,TA,Av,GLQ,872.0,Unf,0.0,872.0,382.0,1254.0,GasA,Ex,Y,SBrkr,1254,0,0,1254,1254,2126.0,1.0,0.0,1.0,2,0,2.0,3.0,2,1,Gd,6.0,6.0,5,Typ,0,NA,Attchd,2008.0,RFn,3.0,810.0,TA,TA,Y,168,92,0,0,0,92,0,NA,NA,NA,0,3,2009,WD,Normal,1,1,2508.0,2648.0,3458.0
410,1871,20,RL,78.0,11645,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,76,Gd,TA,PConc,Ex,TA,Gd,GLQ,24.0,Unf,0.0,24.0,1474.0,1498.0,GasA,Ex,Y,SBrkr,1498,0,0,1498,1498,1522.0,0.0,0.0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6.0,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,844.0,TA,TA,Y,144,98,0,0,0,98,0,NA,NA,NA,0,3,2009,WD,Normal,4,3,2996.0,3072.0,3916.0
411,1872,60,RL,79.0,11646,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,0.0,704.0,704.0,GasA,Ex,Y,SBrkr,704,718,0,1422,1422,1422.0,0.0,0.0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7.0,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,440.0,TA,TA,Y,36,28,0,0,0,28,0,NA,NA,NA,0,7,2009,WD,Normal,4,3,2126.0,2126.0,2566.0
412,1873,60,RL,68.58035714285714,16698,Pave,NA,IR1,HLS,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,800.0,Unf,0.0,800.0,649.0,1449.0,GasA,Gd,Y,SBrkr,944,815,0,1759,1759,2559.0,1.0,0.0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8.0,7,Typ,1,TA,Attchd,1992.0,Unf,2.0,525.0,TA,TA,Y,150,193,0,0,0,193,0,NA,NA,NA,0,6,2009,WD,Normal,17,16,3208.0,3208.0,3733.0
413,1874,20,RL,65.0,9757,Pave,NA,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,TA,TA,No,ALQ,755.0,Unf,0.0,755.0,235.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,990,1745.0,1.0,0.0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6.0,5,Typ,0,NA,Attchd,1995.0,RFn,1.0,440.0,TA,TA,Y,66,0,0,0,92,92,0,NA,NA,NA,0,10,2009,WD,Normal,15,15,1980.0,1980.0,2420.0
414,1875,20,RL,65.0,14753,Pave,NA,IR2,Low,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,950.0,Unf,0.0,950.0,513.0,1463.0,GasA,Ex,Y,SBrkr,1463,0,0,1463,1463,2413.0,1.0,0.0,1.0,2,0,2.0,3.0,3,1,TA,7.0,7.0,5,Typ,0,NA,Attchd,1998.0,Fin,2.0,539.0,TA,TA,Y,0,81,0,0,0,81,0,NA,GdPrv,NA,0,12,2009,WD,Normal,11,11,2926.0,2926.0,3465.0
415,1876,60,RL,70.0,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,120,TA,TA,PConc,Gd,TA,No,GLQ,606.0,Unf,0.0,606.0,322.0,928.0,GasA,Ex,Y,SBrkr,928,844,0,1772,1772,2378.0,1.0,0.0,1.0,2,1,2.5,3.5,3,1,TA,7.5,8.0,7,Typ,1,TA,Attchd,1998.0,RFn,2.0,492.0,TA,TA,Y,150,96,0,0,0,96,0,NA,NA,NA,0,4,2009,WD,Normal,11,11,2700.0,2820.0,3312.0
416,1877,20,RL,65.0,10739,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,Gd,TA,PConc,Gd,TA,No,GLQ,1259.0,Unf,0.0,1259.0,172.0,1431.0,GasA,Ex,Y,SBrkr,1444,0,0,1444,1444,2703.0,1.0,0.0,1.0,2,0,2.0,3.0,3,1,Gd,7.0,7.0,6,Typ,0,NA,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,144,40,0,0,0,40,0,NA,NA,NA,0,4,2009,WD,Normal,7,8,2875.0,2943.0,3520.0
417,1878,20,RL,75.0,11166,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180,Gd,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,24.0,1468.0,1492.0,GasA,Ex,Y,SBrkr,1492,0,0,1492,1492,1516.0,0.0,0.0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6.0,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,0,114,0,0,168,282,0,NA,NA,NA,0,7,2009,WD,Family,8,8,2984.0,3164.0,3772.0
418,1879,20,RL,68.58035714285714,16269,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76,TA,TA,BrkTil,Gd,TA,Av,GLQ,625.0,Unf,0.0,625.0,282.0,907.0,GasA,TA,Y,SBrkr,907,0,0,907,907,1532.0,0.0,0.0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5.0,5,Typ,0,NA,Attchd,1978.0,Unf,1.0,343.0,TA,TA,Y,72,0,0,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD,Normal,31,31,1814.0,1890.0,2233.0
419,1880,20,RL,76.0,6950,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40,TA,TA,CBlock,TA,TA,No,ALQ,710.0,BLQ,72.0,782.0,132.0,914.0,GasA,TA,Y,SBrkr,914,0,0,914,914,1696.0,1.0,0.0,1.0,1,0,1.0,2.0,2,1,TA,5.0,5.0,5,Typ,0,NA,Attchd,1979.0,Unf,2.0,444.0,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,30,30,1828.0,1868.0,2312.0
420,1881,20,RL,90.0,11664,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1234.0,Unf,0.0,1234.0,335.0,1569.0,GasA,Ex,Y,SBrkr,1611,0,0,1611,1611,2845.0,1.0,0.0,1.0,2,0,2.0,3.0,3,1,Gd,7.0,7.0,6,Typ,0,NA,Attchd,2002.0,RFn,3.0,1231.0,TA,TA,Y,262,93,0,0,0,93,0,NA,NA,NA,0,9,2009,WD,Normal,7,7,3180.0,3180.0,4411.0
421,1882,60,RL,68.58035714285714,12334,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,0.0,1068.0,1068.0,GasA,Ex,Y,SBrkr,1068,1116,0,2184,2184,2184.0,0.0,0.0,0.0,2,1,2.5,2.5,4,1,Gd,7.5,8.0,8,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,570.0,TA,TA,Y,192,132,0,0,0,132,0,NA,NA,NA,0,6,2009,WD,Normal,6,6,3252.0,3450.0,4020.0
422,1883,60,RL,70.0,8749,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,885,0,1725,1725,1725.0,0.0,0.0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7.0,6,Typ,0,NA,Attchd,2002.0,RFn,2.0,550.0,TA,TA,Y,0,48,0,0,0,48,0,NA,NA,NA,0,11,2009,WD,Normal,7,7,2565.0,2565.0,3115.0
423,1884,60,RL,68.58035714285714,11250,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.0,944.0,944.0,GasA,Ex,Y,SBrkr,944,926,0,1870,1870,1870.0,0.0,0.0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7.0,6,Typ,0,NA,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,256,43,0,0,0,43,0,NA,NA,NA,0,5,2009,WD,Normal,8,8,2814.0,2814.0,3422.0
424,1885,20,RL,90.0,15750,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260,Gd,TA,PConc,Gd,TA,Gd,GLQ,1246.0,Unf,0.0,1246.0,216.0,1462.0,GasA,Ex,Y,SBrkr,1513,0,0,1513,1513,2759.0,1.0,0.0,1.0,2,0,2.0,3.0,2,1,Gd,6.0,6.0,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,521.0,TA,TA,Y,135,34,0,0,0,34,0,NA,NA,NA,0,6,2009,WD,Normal,10,9,2975.0,3235.0,3756.0
425,1886,20,RL,68.58035714285714,12782,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,HdBoard,HdBoard,BrkFace,164,Gd,TA,PConc,Ex,TA,Gd,GLQ,1360.0,Unf,0.0,1360.0,462.0,1822.0,GasA,Ex,Y,SBrkr,1828,0,0,1828,1828,3188.0,1.0,0.0,1.0,2,0,2.0,3.0,3,1,Gd,7.0,7.0,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,523.0,TA,TA,Y,194,144,0,0,0,144,0,NA,NA,NA,0,6,2009,WD,Normal,7,6,3650.0,3814.0,4337.0
426,1887,20,RL,70.0,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209,Gd,TA,PConc,Gd,TA,Av,GLQ,1111.0,Unf,0.0,1111.0,306.0,1417.0,GasA,Ex,Y,SBrkr,1417,0,0,1417,1417,2528.0,1.0,0.0,1.0,2,0,2.0,3.0,3,1,Gd,7.0,7.0,7,Typ,1,TA,Attchd,1997.0,Unf,2.0,511.0,TA,TA,Y,60,0,0,0,117,117,0,NA,NA,NA,0,8,2009,WD,Normal,12,11,2834.0,3043.0,3554.0
427,1888,20,RL,85.0,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,180,Gd,TA,PConc,Gd,TA,Av,GLQ,1478.0,Unf,0.0,1478.0,100.0,1578.0,GasA,Ex,Y,SBrkr,1602,0,0,1602,1602,3080.0,1.0,0.0,1.0,2,0,2.0,3.0,3,1,Gd,7.0,7.0,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,810.0,TA,TA,Y,0,48,0,0,195,243,0,NA,NA,NA,0,1,2009,WD,Normal,2,2,3180.0,3360.0,4170.0
428,1889,60,RL,85.0,11069,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.0,608.0,608.0,GasA,Ex,Y,SBrkr,608,788,0,1396,1396,1396.0,0.0,0.0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7.0,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,440.0,TA,TA,Y,100,36,0,0,0,36,0,NA,NA,NA,0,7,2009,WD,Normal,2,2,2004.0,2004.0,2444.0
429,1890,20,RL,80.0,10682,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1960,1971,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,GLQ,399.0,Unf,0.0,399.0,615.0,1014.0,GasA,TA,Y,SBrkr,1149,0,0,1149,1149,1548.0,1.0,0.0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6.0,7,Min1,0,NA,2Types,1968.0,Fin,1.0,544.0,TA,TA,Y,0,240,0,0,0,240,0,NA,MnPrv,NA,0,7,2009,WD,Normal,49,38,2163.0,2163.0,2707.0
430,1891,180,RM,35.0,3675,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,80,TA,TA,Wood,Gd,TA,Gd,GLQ,547.0,Unf,0.0,547.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072,0,0,1072,1072,1619.0,1.0,0.0,1.0,1,0,1.0,2.0,2,1,TA,5.0,5.0,5,Typ,0,NA,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,28,0,0,0,28,0,NA,NA,NA,0,4,2009,WD,Normal,4,3,1619.0,1699.0,2224.0
431,1892,20,RL,64.0,6410,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,332.0,Rec,243.0,575.0,301.0,876.0,GasA,TA,Y,FuseA,876,0,0,876,876,1451.0,0.0,0.0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5.0,5,Typ,0,NA,Detchd,1959.0,Unf,1.0,320.0,TA,TA,Y,0,0,0,0,0,0,0,NA,MnPrv,NA,0,3,2009,WD,Normal,50,50,1752.0,1752.0,2072.0
432,1893,20,RL,70.0,11767,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,0.0,1078.0,0.0,1078.0,GasA,TA,Y,FuseA,1368,0,0,1368,1368,2446.0,1.0,0.0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6.0,6,Min1,0,NA,Attchd,1950.0,RFn,1.0,195.0,TA,TA,Y,0,41,211,0,0,252,0,NA,NA,Shed,900,6,2009,WD,Normal,59,59,2446.0,2446.0,2641.0
433,1894,90,RL,65.0,10926,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplx,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,0.0,1678.0,1678.0,GasA,TA,Y,SBrkr,1678,0,0,1678,1678,1678.0,0.0,0.0,0.0,2,0,2.0,2.0,6,2,TA,10.0,10.0,10,Typ,0,NA,NA,1959.0,NA,0.0,0.0,NA,NA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,50,50,3356.0,3430.0,3430.0
434,1895,20,RL,70.0,11767,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,546.0,604.0,1150.0,GasA,Ex,Y,SBrkr,1560,0,0,1560,1560,2106.0,0.0,0.0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4.0,7,Min1,1,TA,Attchd,1956.0,Unf,1.0,313.0,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,53,53,2710.0,2969.0,3282.0
435,1896,50,RL,45.0,8212,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,626.0,94.0,720.0,GasA,Ex,Y,SBrkr,854,444,0,1298,1298,1924.0,0.0,0.0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5.0,6,Typ,2,Gd,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,84,0,0,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,68,59,2018.0,2018.0,2274.0
436,1897,50,RH,70.0,6300,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,88,TA,TA,PConc,TA,Fa,No,LwQ,832.0,Unf,0.0,832.0,0.0,832.0,GasA,TA,Y,SBrkr,832,436,0,1268,1268,2100.0,0.0,0.0,0.0,1,1,1.5,1.5,3,1,TA,5.5,6.0,7,Typ,2,Gd,Basment,1938.0,Unf,1.0,250.0,TA,TA,Y,0,0,55,0,0,55,0,NA,NA,NA,0,7,2009,WD,Abnorml,71,59,2100.0,2188.0,2438.0
437,1898,70,RL,43.0,5707,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,0.0,583.0,583.0,GasA,Gd,Y,FuseF,647,595,0,1242,1242,1242.0,0.0,0.0,0.0,1,1,1.5,1.5,3,1,TA,5.5,6.0,6,Typ,1,Gd,Detchd,1926.0,Unf,1.0,180.0,Fa,TA,Y,329,96,0,0,0,96,0,NA,NA,NA,0,3,2009,WD,Normal,74,59,1825.0,1825.0,2005.0
438,1899,30,RL,64.0,8574,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,0.0,816.0,816.0,GasA,Ex,Y,SBrkr,1232,0,0,1232,1232,1232.0,0.0,0.0,0.0,1,0,1.0,1.0,3,1,Gd,5.0,5.0,6,Typ,1,Gd,Detchd,1916.0,Unf,2.0,440.0,TA,TA,Y,0,0,180,0,0,180,0,NA,NA,NA,0,10,2009,WD,Normal,93,9,2048.0,2048.0,2488.0
439,1900,70,RL,53.0,7155,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1918,1990,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,628,600,0,1228,1228,1228.0,0.0,0.0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5.0,6,Typ,1,Gd,Detchd,1918.0,Unf,1.0,215.0,Fa,TA,Y,0,113,0,0,195,308,0,NA,MnPrv,NA,0,5,2009,WD,Normal,91,19,1828.0,1828.0,2043.0
440,1901,50,RL,60.0,13680,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,728.0,Unf,0.0,728.0,112.0,840.0,GasA,Ex,Y,SBrkr,840,727,0,1567,1567,2295.0,1.0,0.0,1.0,1,1,1.5,2.5,2,1,TA,5.5,6.0,6,Min2,2,TA,Detchd,1961.0,Unf,2.0,440.0,TA,TA,Y,0,21,150,0,0,171,0,NA,GdPrv,NA,0,2,2009,WD,Normal,69,59,2407.0,2407.0,2847.0
441,1902,20,RL,80.0,14680,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,4,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,793.0,Unf,0.0,793.0,480.0,1273.0,GasA,Ex,Y,SBrkr,1273,0,0,1273,1273,2066.0,0.0,0.0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4.0,5,Typ,0,NA,Attchd,1960.0,Unf,1.0,307.0,TA,TA,Y,483,0,0,0,115,115,0,NA,MnPrv,NA,0,6,2009,WD,Normal,49,49,2546.0,2546.0,2853.0
442,1903,90,RL,68.58035714285714,8145,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,Duplx,2.5Unf,7,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,LwQ,246.0,Unf,0.0,246.0,674.0,920.0,GasA,Ex,Y,SBrkr,1240,1240,0,2480,2480,2726.0,0.0,0.0,0.0,2,1,2.5,2.5,5,2,TA,9.5,10.0,13,Typ,2,Gd,Detchd,1940.0,Unf,2.0,400.0,TA,TA,Y,0,0,57,0,0,57,0,NA,NA,NA,0,7,2009,WD,Normal,69,59,3400.0,3400.0,3800.0
443,1904,20,RL,70.0,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0,TA,Gd,BrkTil,TA,TA,Mn,Rec,154.0,ALQ,694.0,848.0,264.0,1112.0,GasA,Ex,Y,SBrkr,1112,0,0,1112,1112,1960.0,1.0,0.0,1.0,1,0,1.0,2.0,2,1,TA,5.0,5.0,6,Typ,1,Gd,Attchd,1954.0,Unf,1.0,390.0,TA,TA,Y,0,0,0,0,0,0,0,NA,MnPrv,NA,0,10,2009,WD,Family,55,55,2224.0,2224.0,2614.0
444,1905,20,RL,90.0,13339,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,132,TA,TA,CBlock,TA,TA,No,LwQ,65.0,BLQ,875.0,940.0,621.0,1561.0,GasA,TA,Y,SBrkr,1561,0,0,1561,1561,2501.0,1.0,0.0,1.0,2,0,2.0,3.0,3,1,TA,7.0,7.0,6,Typ,1,Gd,Attchd,1960.0,Fin,2.0,463.0,TA,TA,Y,0,148,0,0,120,268,0,NA,NA,NA,0,5,2009,WD,Normal,49,49,3122.0,3254.0,3717.0
445,1906,50,RL,78.0,15600,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1949,2005,Gable,CompShg,BrkComm,BrkComm,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,312.0,Rec,507.0,819.0,248.0,1067.0,GasW,Fa,N,SBrkr,986,537,0,1523,1523,2342.0,1.0,0.0,1.0,2,0,2.0,3.0,3,1,Fa,7.0,7.0,7,Maj2,1,TA,Attchd,1949.0,Unf,1.0,295.0,TA,TA,Y,0,0,81,0,0,81,0,NA,NA,NA,0,10,2009,WD,Normal,60,4,2590.0,2590.0,2885.0
446,1907,20,RL,100.0,17500,Pave,NA,Reg,Bnk,AllPub,Corner,Mod,Crawfor,PosA,Norm,1Fam,1Story,6,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,420,TA,TA,PConc,TA,TA,Av,LwQ,784.0,BLQ,435.0,1219.0,91.0,1310.0,GasA,Ex,Y,SBrkr,1906,0,0,1906,1906,3125.0,1.0,0.0,1.0,1,1,1.5,2.5,3,1,TA,6.5,7.0,6,Typ,2,Gd,Basment,1954.0,Unf,2.0,576.0,TA,TA,Y,0,201,0,0,0,201,0,NA,NA,NA,0,1,2009,WD,Normal,55,55,3216.0,3636.0,4212.0
447,1908,160,RM,24.0,1733,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsI,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,0.0,516.0,516.0,GasA,TA,Y,SBrkr,516,516,0,1032,1032,1032.0,0.0,0.0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4.0,5,Typ,1,TA,Detchd,1980.0,Unf,2.0,452.0,TA,TA,Y,279,0,0,0,0,0,0,NA,GdPrv,NA,0,5,2009,WD,Normal,29,29,1548.0,1548.0,2000.0
448,1909,160,RM,24.0,1488,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1992,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,471.0,Unf,0.0,471.0,90.0,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,1229,1700.0,1.0,0.0,1.0,1,1,1.5,2.5,2,1,Gd,5.5,6.0,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,176,0,0,0,0,0,0,NA,GdPrv,NA,0,10,2009,WD,Normal,29,17,1790.0,1790.0,2252.0
